"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5216,NA,NA,NA,"",0,0,"TOP_U"
5217,9025,"",90,"",87.5,25,"C14"
5218,9340,"",90,"",112.5,25,"C14"
5219,9325,"",100,"",140,30,"C14"
5220,10720,"",400,"",148,0,"C14"
5221,9420,"",110,"",162.5,25,"C14"
5222,NA,NA,NA,"",350,0,"BOT_U"
