ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
4765,3160,,190,,412.5,25,C14
4766,10985,,85,,1156.5,27,C14
4767,12010,,110,,1205,30,C14
4768,16550,,310,,1355.5,5,C14
4769,18030,,690,,1692,14,C14
4770,23980,,320,,2108,20,C14
4771,39000,,750,,2256,12,C14
4772,43000,,1000,,2853,14,C14
