"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3641,NA,NA,NA,"",1,0,"TOP_U"
3642,1828,"",55,"",31,0,"C14"
3643,2972,"",43,"",48,0,"C14"
3644,7580,"",71,"",77,0,"C14"
3645,11187,"",104,"",97,0,"C14"
3646,16517,"",128,"",126,0,"C14"
3647,NA,NA,NA,"",127,0,"BOT_C"
