ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3641,,0,50,,0,,TOP_U
3642,1828,,55,,31,,C14
3643,2972,,43,,48,,C14
3644,7580,,71,,77,,C14
3645,11187,,104,,97,,C14
3646,16517,,128,,126,,C14
