depth	min95%	max95%	best	acc.rate
5	-170	-16	-52	1.76
15	-144	36	-31	2.88
25	-101	110	10	6.08
35	-19	227	93	11.36
45	136	405	238	18.73
55	369	664	466	28.17
65	677	1023	798	39.67
75	1034	1495	1245	50.38
85	1478	2064	1787	58.33
95	1996	2721	2396	63.52
105	2550	3374	3044	65.96
115	3140	4034	3705	65.64
125	3736	4670	4350	62.71
135	4348	5265	4962	59.47
145	4970	5815	5544	56.72
155	5589	6341	6100	54.45
165	6217	6844	6636	52.67
175	6842	7340	7157	51.37
185	7451	7814	7666	50.56
190	7749	8053	7919	50.33
200	8288	8571	8421	NA
