"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
988,NA,NA,NA,"",0,0,"TOP_U"
989,2510,"",20,"",91,0,"C14"
990,4370,"",25,"",148,0,"C14"
991,7940,"",65,"",217,0,"C14"
992,8700,"",25,"",267.5,0,"C14"
993,9820,"",30,"",272,0,"C14"
994,13500,"",40,"",355,0,"C14"
