"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
5139,NA,NA,NA,"",1,0,"TOP_C"
5140,545,"",40,"",25,4,"C14"
5141,1445,"",35,"",65,4,"C14"
5142,NA,NA,NA,"",75,0,"BOT_C"
