"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3398,NA,NA,NA,"",84,0,"TOP_U"
3399,6510,"",85,"",118.5,13,"C14"
3400,9830,"",90,"",152.5,5,"C14"
3401,NA,NA,NA,"",322,0,"BOT_U"
