ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5646,-237,,23,,19,2,C14
5647,-392,,31,,56.5,1,C14
5648,-982,,28,,80,1,C14
5649,1125,,30,,114,1,C14
5650,495,,30,,142.5,1,C14
5651,1020,,30,,171,2,C14
5652,975,,30,,215,2,C14
5653,450,,30,,222,1,C14
5654,1540,,30,,277,2,C14
5655,2450,,30,,327,2,C14
5656,3570,,30,,345,1,C14
5657,3080,,35,,362.5,1,C14
5658,4255,,50,,383,2,C14
