"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3023,NA,NA,NA,"",0,0,"TOP_U"
3024,2160,"",NA,"",55,30,"C14"
3025,2340,"",NA,"",55,30,"C14"
3026,3830,"",NA,"",270,40,"C14"
3027,4110,"",NA,"",270,40,"C14"
3028,NA,NA,NA,"",480,0,"BOT_U"
