depth	min95%	max95%	best	acc.rate
0	137	877	580	10.86
10	284	942	689	10.86
20	432	1007	797	10.86
30	574	1072	906	10.86
40	728	1138	1014	10.86
50	883	1205	1123	10.86
60	1037	1275	1231	10.86
70	1181	1393	1340	11.04
80	1322	1532	1454	11.78
90	1460	1682	1577	13.11
100	1596	1847	1716	15.02
110	1735	2034	1877	17.5
120	1906	2250	2064	20.09
130	2114	2487	2275	22.39
140	2322	2743	2509	24.39
150	2545	3018	2760	26.1
160	2788	3307	3028	27.52
170	3040	3603	3309	28.65
180	3300	3908	3599	29.49
190	3569	4208	3897	30.03
200	3856	4509	4198	30.28
210	4148	4802	4501	30.24
220	4443	5105	4802	29.91
230	4741	5389	5099	29.28
240	5044	5646	5388	28.37
250	5358	5888	5666	27.16
260	5658	6103	5931	25.66
270	5966	6295	6180	23.87
280	6258	6538	6412	22.48
290	6508	6826	6634	NA
