ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3623,,-55,10,,0,1,TOP_C
3624,,-37,10,,4,1,DER
3625,,-37,10,,31,1,DER
3626,271,,48,,42.5,1,C14
3627,4280,,35,,65.3,0.5,C14
3628,8101,,52,,83.5,1,C14
3629,12627,,100,,108.5,1,C14
3630,16778,,137,,180,1,C14
