ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
2303,,0,50,,0,,TOP_C
2304,982,,37,,91,,C14
2305,2333,,37,,197,,C14
2306,2612,,35,,197,,C14
2307,3640,,92,,265,,C14
2308,3611,,36,,284,,C14
2309,4471,,36,,284,,C14
