depth	min95%	max95%	best	acc.rate
5	-92	85	-1	11.68
15	38	192	116	11.68
25	163	305	232	11.68
35	281	427	349	11.68
45	396	559	466	11.68
55	511	692	583	11.68
65	620	826	700	11.68
75	767	955	844	17.23
85	911	1127	1017	17.23
95	1208	1429	1315	42.44
105	1632	1863	1739	42.44
115	2172	2408	2287	67.02
125	2775	3139	2957	67.02
135	3335	3912	3627	67.02
145	3885	4693	4297	67.02
155	4408	5477	4967	67.02
165	4927	6265	5638	67.02
175	5463	7065	6308	67.02
185	5997	7859	6978	67.02
195	6536	8651	7648	67.02
205	7060	9440	8318	67.02
215	7588	10223	8989	NA
