ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5241,NA,NA,NA,,0,0,TOP_U
5242,-8.02,,-0.7,,17,0,C14
5243,854,,45,,34.5,0,C14
5244,NA,NA,NA,,44,0,BOT_C
