depth	min95%	max95%	best	acc.rate
0	-53	138	19	9
5	-2	170	64	8.97
10	46	200	109	8.89
15	91	232	153	8.77
20	136	264	197	8.59
25	181	302	239	8.36
30	223	340	281	8.08
35	264	373	320	7.75
40	303	406	358	7.37
45	343	440	394	6.94
49	375	466	422	6.56
54	413	496	453	6.02
59	448	524	482	5.42
64	476	552	508	4.76
69	502	571	531	4.09
74	521	588	550	3.5
79	537	604	566	3
84	549	616	580	2.59
89	560	629	593	2.27
94	568	642	604	2.04
99	576	654	613	1.9
104	585	665	623	1.77
109	594	677	631	1.67
114	601	685	639	1.57
119	610	693	647	1.49
124	617	701	654	1.42
129	624	709	661	1.36
134	629	716	668	1.32
139	637	721	675	1.29
144	643	732	681	1.27
149	649	744	687	NA
