"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2933,NA,NA,NA,"",5,NA,"TOP_U"
2934,690,"",55,"",70,1,"C14"
2935,2080,"",60,"",165,1,"C14"
2936,NA,NA,NA,"",210,NA,"BOT_U"
