DEPTH (CM);SAMPLE AGE
874;0
890;474
906;948
933;1747
949;2221
965;2695
981;3169
997;3643
1013;4000
1034;4316
1050;4557
1082;5038
1114;5519
1132;5789
1146;6000
1162;6386
1178;6821
1194;7256
1210;7691
1226;8126
1232;8289
1246;8669
1262;9104
1278;9539
1294;9974
1310;10409
1326;10844
1346;11387
1349;11469
1350;11496
1352;11550
1354;11605
1366;11931
1388;12529
1392;12637
1394;12692
1400;12855
1404;12964
1410;13127
1428;13616
1450;14214
1458;14431
1474;14866
1490;15301
1500;15573
