"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3249,NA,NA,NA,"",0,0,"TOP_U"
3250,622,"",38,"",35,1,"C14"
3251,2225,"",36,"",85,1,"C14"
3252,3557,"",34,"",110,1,"C14"
3253,3997,"",42,"",145,1,"C14"
3254,7211,"",45,"",205,1,"C14"
3255,6241,"",47,"",240,1,"C14"
3256,4780,"",60,"",255,1,"C14"
3257,7830,"",50,"",270,1,"C14"
