DEPTH (CM);SAMPLE AGE
10;935
20;1870
30;2805
40;3740
50;4087.5
60;4435
70;4782.5
80;5130
90;5355.71
100;5581.43
110;5807.14
120;6032.86
130;6258.57
140;6484.29
150;6710
160;6805
170;6900
180;6995
190;7090
200;7185
210;7280
220;7375
230;7470
240;7565
250;7660
260;7755
270;7850
280;7945
290;8040
300;8135
310;8230
320;8325
