ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3217,81,,45,,52,1,C14
3218,1965,,35,,82,1,C14
3219,5210,,80,,122,1,C14
3220,8320,,80,,168.5,11,C14
3221,12450,,370,,218.5,11,C14
