ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5681,4670,,60,,30,1,C14
5682,6280,,120,,85,1,C14
5683,6540,,50,,90,1,C14
5684,8990,,80,,90,1,C14
