"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2650,NA,NA,NA,"",0,0,"TOP_U"
2651,7490,"",80,"",81.5,11,"C14"
2652,35550,"",950,"",318,10,"C14"
2653,47000,"",NA,"",443,10,"C14"
2654,37700,"",1600,"",531,10,"C14"
2655,46200,"",5000,"",719.5,13,"C14"
2656,46000,"",NA,"",868,10,"C14"
2657,40200,"",2100,"",1243,10,"C14"
2658,NA,NA,NA,"",1287,0,"BOT_U"
