ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
2651,7490,,80,,81.5,11,C14
2652,35550,,950,,318,10,C14
2653,47000,,1000,,443,10,C14
2654,37700,,1600,,531,10,C14
2655,46200,,5000,,719.5,13,C14
2656,46000,,1000,,868,10,C14
2657,40200,,2100,,1243,10,C14
