ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
5590,,-52,25,,2.5,3,PB2
5591,,-50,25,,13,4,PB2
5592,,-35,25,,22,2,PB2
5593,,-32,25,,28,4,PB2
5594,,-26,25,,37,2,PB2
5595,21,,25,,43,4,PB2
5596,125,,25,,155,,C14
5597,220,,25,,199,,C14
