ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
2783,102,,50,,12.5,3,C14
2784,119,,70,,31.5,3,C14
2785,310,,70,,50,2,C14
2786,600,,130,,79,2,C14
2787,780,,90,,97,2,C14
2788,6045,,35,,166.5,3,C14
2789,5740,,60,,205,2,C14
2790,2740,,50,,217,2,C14
2791,9020,,50,,263,2,C14
2792,12330,,70,,334.5,3,C14
2793,13350,,70,,364.5,7,C14
