depth	min95%	max95%	best	acc.rate
20	-127	-113	-120	22.91
30	102	116	109	22.91
40	317	358	338	22.91
50	531	600	567	22.91
60	746	843	796	22.91
70	961	1085	1025	22.91
80	1176	1328	1254	22.91
90	1390	1570	1484	22.91
100	1605	1812	1713	22.91
110	1820	2055	1942	22.91
120	2035	2297	2171	22.91
130	2249	2539	2400	22.91
140	2464	2782	2629	22.91
150	2679	3024	2858	22.91
160	2894	3266	3087	22.91
170	3108	3509	3316	22.91
180	3323	3751	3545	22.91
190	3538	3993	3774	22.91
200	3753	4236	4003	NA
