DEPTH (CM);SAMPLE AGE
804;0
814;202
824;404
834;606
844;809
854;1011
864;1213
874;1415
884;1617
896;1860
900;1944
905;2055
912;2210
932;2653
952;3096
972;3540
990;3938
994;4027
998;4116
1000;4160
1002;4252
1004;4344
1010;4620
1030;5540
1050;6657
1062;7445
1072;8102
1082;8759
1092;9416
1097;9745
1100;9942
1102;10073
1105;10270
1107;10402
1108;10467
1109;10533
1111;10664
1112;10730
1117;11059
1120;11256
