"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3336,NA,NA,NA,"",0,0,"TOP_U"
3337,7030,"",60,"",104.5,7,"C14"
3338,8485,"",70,"",117.5,5,"C14"
3339,NA,NA,NA,"",300,0,"BOT_U"
