ID,C14_age,cal_BP,error,reservoir,depth,thickness,Rcode
5008,,0,50,,0,1,TOP_U
5009,-468,,75,,25.5,11,C14
5010,1450,,60,,48.5,13,C14
5011,5740,,100,,76,14,C14
