depth	min95%	max95%	best	acc.rate
0	-628	-526	-589	281.1
1	-331	-276	-308	281.1
2	-35	-9	-27	280.98
3	218	281	254	280.22
4	471	571	534	278.68
5	721	862	813	276.36
6	969	1152	1089	273.27
7	1219	1439	1362	269.39
8	1468	1725	1632	264.73
9	1716	2005	1897	259.29
10	1964	2281	2156	253.53
11	2212	2554	2409	249.29
12	2463	2828	2659	247.04
13	2717	3102	2906	246.76
14	2970	3375	3152	248.47
15	3229	3643	3401	252.15
16	3492	3914	3653	257.82
17	3762	4191	3911	265.46
18	4026	4469	4176	273.81
19	4288	4740	4450	277.73
20	4536	5006	4728	275.96
21	4792	5264	5004	268.48
22	5044	5509	5272	255.29
23	5281	5741	5528	236.41
24	5513	5959	5764	213.28
25	5733	6167	5977	191.77
26	5935	6364	6169	173.35
27	6115	6577	6342	158
28	6293	6803	6500	145.73
29	6461	7014	6646	136.54
30	6612	7240	6783	130.43
31	6757	7466	6913	127.4
32	6874	7680	7041	126.91
33	6976	7891	7167	126.91
34	7070	8107	7294	126.91
35	7157	8325	7421	NA
