ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
1025,,-35,10,,0,,TOP_C
1026,-1700,,50,,2,,C14
1027,2280,,50,,10,,C14
1028,3620,,50,,18,,C14
1029,5300,,35,,24,,C14
1030,6070,,60,,32,,C14
