"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3380,NA,NA,NA,"",40,0,"TOP_C"
3381,5980,"",75,"",119,6,"C14"
3382,7230,"",130,"",140,6,"C14"
3383,8410,"",160,"",204.5,11,"C14"
3384,NA,NA,NA,"",225,0,"BOT_C"
