ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3057,222,,33,,5,,C14
3058,928,,35,,45,,C14
3059,1909,,38,,95,,C14
3060,2646,,38,,150,,C14
3061,3254,,40,,195,,C14
3062,4340,,60,,260,,C14
3063,6133,,49,,270,,C14
