"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
4755,NA,NA,NA,"",804,0,"TOP_C"
4756,1910,"",140,"",842.5,3,"C14"
4757,1900,"",60,"",898.8,7.5,"C14"
4758,4160,"",90,"",1000,5,"C14"
4759,10960,"",390,"",1115.5,4,"C14"
4760,NA,NA,NA,"",1120,0,"BOT_C"
