"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
4906,NA,"",50,"",55,0,"C14"
4907,945,"",30,"",80,0,"C14"
4908,1390,"",30,"",88,0,"C14"
4909,6300,"",45,"",110,0,"C14"
4910,7060,"",60,"",166,0,"C14"
4911,NA,NA,NA,"",NA,NA,"BOT_C"
