ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3936,117,,31,,51,2,C14
3938,911,,27,,130.5,1,C14
3939,1411,,28,,190.5,1,C14
3940,1867,,27,,260.5,1,C14
3941,1997,,29,,336.5,1,C14
3942,2161,,33,,400.5,1,C14
