depth	min95%	max95%	best	acc.rate
0	-166	52	-21	5.93
10	-74	110	40	6.65
20	27	192	115	8.72
30	155	303	216	12.14
40	316	449	358	16.89
50	524	651	553	22.99
60	754	920	812	29.28
70	1029	1247	1130	34.82
80	1357	1616	1501	39.6
90	1740	2023	1916	43.64
100	2179	2456	2367	46.92
110	2672	2928	2848	49.46
120	3222	3553	3363	54.97
130	3841	4235	3959	66.48
140	4541	4949	4673	75.5
150	5268	5652	5433	74.97
160	5965	6270	6145	64.9
170	6557	6792	6715	46.07
180	6966	7175	7090	27.72
190	7201	7389	7300	13.58
200	7304	7488	7389	4.08
210	7323	7516	7404	-0.77
220	7298	7523	7391	-1.46
230	7238	7563	7377	-1.46
240	7173	7642	7362	NA
