ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
3285,2215,,80,,80.5,9,C14
3286,3560,,140,,128,10,C14
,,3600,50,,134,1,TEF
3287,4283,,190,,173,10,C14
