depth	min95%	max95%	best	acc.rate
0	-73	-7	-41	5.1
2.5	-49	-7	-28	5.1
5	-25	-6	-16	5.1
7.5	-5	0	-3	5.1
10	-5	24	10	5.1
12.5	-4	48	23	5.1
15	-3	72	35	5.1
17.5	-2	96	48	5.1
20	-2	120	61	5.1
22.5	-1	145	74	5.1
25	0	169	86	5.1
27.5	0	193	99	5.1
30	1	217	112	5.1
32.5	2	241	125	5.1
35	2	265	138	5.1
37.5	24	297	165	33.67
40	125	366	249	33.67
42.5	223	435	333	33.67
45	319	514	417	33.67
47.5	415	600	501	33.67
50	510	695	585	33.67
52.5	602	790	670	33.67
55	689	890	754	37.11
57.5	786	943	847	37.11
60	861	1045	939	37.11
62.5	925	1187	1032	37.11
65	961	1333	1125	NA
