DEPTH (CM);SAMPLE AGE
0;1357
2;1911.73
4;2466.45
6;3021.18
8;3575.91
10;4130.64
12;4436.14
14;4492.43
16;4548.71
18;4605
20;4661.29
22;4717.57
24;4773.86
26;4830.14
28;4886.43
30;4942.71
32;4999
34;5040.84
36;5082.68
38;5124.52
40;5166.36
42;5208.2
44;5250.04
46;5291.88
48;5333.72
50;5375.56
52;5417.4
54;5459.24
56;5501.08
58;5641.48
60;5880.43
62;6119.39
64;6358.35
66;6597.3
68;6836.26
70;7075.22
72;7314.17
74;7553.13
76;7792.09
78;8031.04
80;8270
