ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
2676,-292,,31,,56,,C14
2677,2730,,40,,155,,C14
2678,2085,,30,,224,,C14
2679,2765,,35,,284,,C14
2680,1880,,30,,343,,C14
