"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
2802,NA,NA,NA,"",8.5,0,"TOP_U"
2803,NA,"",-1.7,"",11,0,"C14"
2804,522,"",30,"",151,0,"C14"
2805,879,"",31,"",266,0,"C14"
2806,1516,"",31,"",398,0,"C14"
2807,2040,"",60,"",498,0,"C14"
2808,3003,"",34,"",546,0,"C14"
2809,3492,"",35,"",598,0,"C14"
2810,NA,NA,NA,"",605,0,"BOT_C"
