"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3803,1887,"",38,"",96,NA,"C14"
3804,4603,"",45,"",278,NA,"C14"
3805,6822,"",88,"",360,NA,"C14"
3806,9262,"",81,"",450,NA,"C14"
3807,NA,NA,NA,"",NA,NA,"BOT_C"
