"ID","C14_age","cal_BP","error","reservoir","depth","thickness","RCode"
3413,NA,NA,NA,"",73,0,"TOP_C"
3414,11490,"",60,"",162,2,"C14"
3415,12430,"",70,"",213,2,"C14"
3416,12410,"",70,"",278,2,"C14"
3417,12320,"",70,"",295,2,"C14"
3418,NA,NA,NA,"",335,0,"BOT_C"
