ID,C14_age,cal_BP,error,reservoir,depth,thickness,RCode
4782,,0,50,,0,,TOP_C
4783,5530,,150,,390,5,C14
4784,10465,,205,,740,5,C14
4785,10970,,380,,870,5,C14
