DEPTH (CM);SAMPLE AGE
20;283.59
70;992.56
185;2623.21
320;4537.44
340;4821.03
420;5953
485;6869.5
560;7927
645;9125.5
720;10183
750;10503.85
790;10659.23
810;10736.92
825;10795.19
890;11047.69
940;11241.92
